ANALYSIS_DATE,TM,AM,VOLTMAT,VOLTMATDRY,ASHCONFNL,ASHCONADRY,ASHCONDRY,BFASHCNADR,BFASHCNDRY,BFFXCAADRY,BFFXCARDRY,ST_FEO,ST_AL2O3,ST_AL2O3_BY_SIO,ST_CAO_SIO2,CARBON,MN,PHOSPORUS,TI,AL2O3,CB_FLOW,O2_PRESS,O2_FLOW,O2_PER,PCI,CB_TEMP,ATM_HUMID,HB_TEMP,HB_PRESS,TOP_TEMP1,TOP_TEMP2,TOP_TEMP3,TOP_TEMP4,TOP_PRESS,STP,ORE,TOT_FE,LIME,TOT_FLUX,COKE_PROC,NUT,TOT_FUEL,SI
12/12/19,9.4,1.5,25.706,26.097,20.489,10.735,10.898,13.803,13.873,85.083,85.511,9.179,2.15,0.388,3.074,4.38,0.08,0.12,0.02,0,202238,4.05,6016,20.89,20,58,16,1003,2.66,169,172,178,177,1.1,0,0,0,0,0,0,0,0,0.24
13/12/19,9.6,1.5,26.961,27.371,19.735,10.149,10.304,13.518,13.586,85.355,85.784,9.123,2.144,0.394,2.936,3.82,0.07,0.143,0.01,0,73133,3.14,0,20.66,0,80,17.4,1016,2.03,228,210,242,238,0.4,0,0,0,0,0,0,0,0,0.13
14/12/19,9.4,1.5,26.69,27.096,19.731,10.003,10.156,14.186,14.257,84.701,85.127,9.095,2.062,0.388,3.217,0,0,0,0,0,11982,1.7,0,20.01,0,30,16.5,910,1.04,75,69,95,103,0.2,0,0,0,0,0,0,0,0,0
15/12/19,9.467,1.517,26.72,27.132,19.739,10.263,10.421,14.15,14.221,84.747,85.176,9.052,2.023,0.384,2.708,0,0,0,0,0,0,1.32,0,20.21,0,45,16,0,0,136,110,169,139,0,0,0,0,0,0,0,0,0,0
16/12/19,9.333,1.503,25.79,26.183,19.757,10.023,10.176,14.163,14.234,84.727,85.15,9.16,2.26,0.397,2.867,0,0,0,0,0,0,1.07,0,20.14,0,39,16.2,0,0,135,100,101,147,0,0,0,0,0,0,0,0,0,0
17/12/19,9.2,1.5,25.32,25.705,19.728,10.353,10.511,13.47,13.537,85.417,85.846,9.138,2.15,0.382,2.895,0,0,0,0,0,5740,0.76,0,20.06,0,31,16.5,0,0.81,78,60,60,87,0,0,0,0,0,0,0,0,0,0
18/12/19,9.133,1.497,25.273,25.657,19.741,10.267,10.423,13.52,13.588,85.37,85.796,8.965,2.197,0.381,2.988,4.05,0.1,0.15,0.028,20.16,0,0.68,0,20.04,0,49,17.2,0,0,136,96,116,146,0,0,0,0,0,0,0,0,0,0.85
19/12/19,8.933,1.497,25.047,25.427,19.743,10.647,10.808,14.63,14.703,84.26,84.681,9.182,2.233,0.364,2.773,2.95,0.15,0.16,0.207,0,0,0.64,0,20.1,0,53,16.6,0,0,150,120,153,164,0,0,0,0,0,0,0,0,0,3.48
20/12/19,9.067,1.507,25.483,25.873,19.722,10.427,10.586,14.24,14.312,84.663,85.095,9.897,2.333,0.388,2.919,0,0,0,0,20.057,0,0.69,0,20.18,0,49,16.2,0,0,161,113,176,174,0,0,0,0,0,0,0,0,0,0
21/12/19,9,1.5,25.543,25.932,19.712,10.827,10.992,14.01,14.081,84.883,85.31,10.024,2.404,0.4,2.714,4.01,1,0.15,0.079,19.758,0,0.9,0,20.34,0,67,16.4,0,0,224,233,281,262,0,0,0,0,0,0,0,0,0,1.76
22/12/19,8.733,1.497,25.823,26.216,21.896,10.663,10.825,14.047,14.117,84.837,85.263,10.322,2.207,0.392,2.985,3.81,0.4,0.155,0.044,18.51,0,0.78,0,20.23,0,48,15.6,0,0,154,197,241,195,0,0,0,0,0,0,0,0,0,1.425
23/12/19,9.267,1.5,25.637,26.027,19.703,10.667,10.829,14.817,14.891,84.07,84.492,9.72,2.242,0.385,3.197,3.567,0.31,0.15,0.092,21.073,0,1.15,0,20.53,0,65,15.5,0,0,266,306,333,331,0,0,0,0,0,0,0,0,0,2.32
24/12/19,8.667,1.493,26.093,26.489,20.435,10.147,10.3,14.247,14.318,84.647,85.069,10.107,2.282,0.401,3.567,3.883,0.403,0.133,0.143,21.575,0,0.77,0,20.23,0,43,14,0,0,172,186,190,204,0,0,0,0,0,0,0,0,0,3.17
25/12/19,9.167,1.507,25.92,26.316,19.695,10.593,10.755,14.453,14.527,84.433,84.863,10.342,2.393,0.405,3.012,3.94,0.293,0.128,0.11,20.608,0,1.32,0,20.64,0,75,15.2,0,0,266,301,344,319,0,0,0,0,0,0,0,0,0,2.018
26/12/19,9.2,1.5,25.883,26.278,20.396,10.073,10.227,14.852,14.926,84.042,84.464,10.175,2.321,0.396,2.936,4.07,0.186,0.126,0.133,21.488,0,1.2,0,20.51,0,63,16.8,0,0,196,207,255,239,0,0,0,0,0,0,0,0,0,2.45
27/12/19,9.367,1.5,25.937,26.331,19.714,9.977,10.128,14.53,14.603,84.357,84.78,10.05,2.463,0.418,2.877,4.031,0.149,0.113,0.147,21.568,0,1.61,0,20.68,0,84,17.7,0,0,291,281,310,317,0,0,0,0,0,0,0,0,0,2.637
28/12/19,9,1.5,25.55,25.939,20.027,10.95,11.117,14.638,14.711,84.255,84.679,10.21,2.386,0.403,2.87,3.96,0.143,0.128,0.178,23.17,0,1.17,0,20.47,0,57,12.4,0,0,210,225,217,205,0,0,0,0,0,0,0,0,0,2.645
29/12/19,8.8,1.497,25.33,25.715,20.72,10.267,10.423,14.15,14.221,84.743,85.166,10.298,2.502,0.413,2.857,4.123,0.143,0.112,0.206,23.034,0,1.53,0,20.76,0,80,11,0,0,259,246,248,272,0,0,0,0,0,0,0,0,0,3.207
30/12/19,8.867,1.5,25.304,25.69,21.967,10.142,10.296,14.672,14.745,84.215,84.638,10.507,2.477,0.415,2.724,4.12,0.136,0.106,0.144,21.61,189787,1.29,0,20.54,0,66,12.1,1000,1.68,170,163,155,160,0.4,0,0,0,0,0,0,0,0,2.659
31/12/19,9,1.5,25.75,26.142,23.235,10.76,10.924,14.949,15.024,83.945,84.367,9.973,2.458,0.427,2.792,4.278,0.127,0.116,0.123,21.703,207334,1.87,0,20.81,0,92,13.3,996,1.88,165,168,167,171,0.5,0,0,0,0,0,0,0,0,1.618
01/01/20,9.067,1.5,25.56,25.949,20.754,10.54,10.701,14.65,14.724,84.237,84.66,10.502,2.388,0.408,2.724,4.403,0.128,0.107,0.126,20.712,205038,1.93,0,20.77,0,90,15.2,997,1.79,159,164,164,173,0.5,4175,1211,5386,0,45,987,0,987,1.574
02/01/20,9.067,1.5,26.417,26.819,21.85,10.18,10.335,14.243,14.315,84.647,85.069,9.705,2.518,0.455,3.165,4.483,0.107,0.1,0.091,21.22,208932,1.91,0,20.77,1,91,15,1011,1.75,144,152,153,157,0.5,4325,1201,5526,0,12,1013,0,1013,1.281
03/01/20,9,1.5,26.31,26.711,21.854,10.447,10.606,14.359,14.431,84.528,84.952,9.739,2.632,0.475,3.013,4.537,0.112,0.098,0.102,22.526,205604,1.91,0,20.78,0,90,16.9,995,1.73,155,164,161,162,0.5,4119,1112,0,0,0,962,0,0,1.526
04/01/20,9.067,1.497,25.49,25.877,21.849,10.517,10.677,14.227,14.298,84.663,85.086,9.814,2.671,0.492,2.983,4.407,0.112,0.102,0.102,22.338,219973,1.43,0,20.67,0,67,17.3,995,1.7,139,132,145,138,0.5,2733,746,3479,0,14,0,0,640,1.375
05/01/20,8.933,1.5,25.72,26.112,20.358,10.543,10.704,14.253,14.325,84.617,85.042,9.998,2.691,0.475,2.92,4.227,0.078,0.083,0.054,21.152,291554,2.42,0,20.95,0,116,21.2,1016,2.48,180,181,182,190,1.2,6298,1758,8056,0,49,1441,0,1441,0.679
06/01/20,9,1.5,25.617,26.007,20.046,10.75,10.914,14.52,14.593,84.357,84.781,10.03,2.589,0.43,2.869,4.406,0.103,0.101,0.097,21.899,243215,1.98,0,20.82,0,85,19.3,1026,1.81,178,177,170,178,0.6,3970,839,4809,0,43,882,0,882,1.604
07/01/20,9.067,1.5,25.684,26.075,23.447,10.38,10.538,14.75,14.824,84.143,84.566,9.762,2.604,0.441,2.878,4.448,0.111,0.099,0.094,21.347,236822,2.08,0,20.89,0,97,19.3,983,1.89,181,182,180,188,0.7,5247,1150,6397,0,81,1205,0,1205,1.451
08/01/20,9,1.5,25.49,25.879,23.184,10.336,10.493,14.537,14.611,84.353,84.783,9.48,2.7,0.454,2.95,4.382,0.11,0.099,0.075,20.798,276170,2.36,0,20.97,0,113,19.5,1004,2.3,141,158,155,150,0.9,6280,1467,7747,0,19,1481,0,1481,0.97
09/01/20,9.067,1.5,25.333,25.719,20.658,10.753,10.917,14.093,14.164,84.797,85.223,9.715,2.518,0.43,2.946,4.484,0.113,0.103,0.059,19.719,284137,2.7,0,21,0,120,21.9,1005,2.62,172,194,187,187,1.3,6536,1521,8057,0,5,1511,0,1511,0.688
10/01/20,8.8,1.5,24.87,25.249,20.975,10.51,10.67,14.413,14.486,84.467,84.891,9.923,2.388,0.388,2.968,4.467,0.123,0.097,0.055,17.963,294264,2.99,0,21.01,0,123,22.4,996,2.91,182,188,193,209,1.5,6709,1533,8242,109,136,1537,0,1537,0.654
11/01/20,8.8,1.5,25.273,25.658,22.228,10.263,10.42,14.753,14.827,84.14,84.563,9.766,2.428,0.395,2.966,4.448,0.133,0.097,0.064,17.926,258412,2.6,0,20.97,0,98,20.5,1000,2.48,190,215,192,200,1.2,4730,908,5638,97,111,1051,0,1051,0.806
12/01/20,8.467,1.5,25.527,25.916,25.187,10.217,10.372,14.587,14.66,84.297,84.72,10.051,2.292,0.399,3.155,4.526,0.114,0.093,0.044,17.483,266332,2.55,0,20.96,0,109,17.5,1022,2.32,230,254,252,244,1,5873,1087,6960,71,125,1323,0,1323,0.569
13/01/20,8.933,1.5,25.28,25.665,21.488,9.878,10.029,14.499,14.572,84.394,84.819,10.377,2.21,0.417,3.213,4.485,0.135,0.08,0.117,18.745,216361,1.39,0,20.96,0,42,19.4,979,2.03,178,227,202,217,0.8,436,84,520,0,2,100,0,100,1.44
14/01/20,8.933,1.5,25.303,25.689,25.182,10.006,10.158,14.067,14.138,84.827,85.253,10.15,2.238,0.407,3.19,4.45,0.123,0.09,0.089,18.112,255385,1.65,0,20.96,0,83,20,994,2.11,207,228,216,239,0.9,4200,783,4983,1,34,943,0,943,1.25
15/01/20,8.933,1.5,25.704,26.095,25.194,10.119,10.273,14.043,14.114,84.85,85.277,10.144,2.209,0.399,3.181,4.52,0.133,0.085,0.119,20.334,258036,3.59,10,20.96,0,111,19.3,957,2.44,241,241,233,264,1.1,5161,1190,6351,0,75,1172,0,1172,1.756
16/01/20,9.067,1.507,26.2,26.6,20.643,10.143,10.298,14.167,14.239,84.72,85.152,10.078,2.504,0.431,3.238,4.475,0.117,0.078,0.099,20.606,294420,4.84,0,20.98,0,122,20.2,940,2.75,194,203,186,206,1.4,6083,1520,7603,0,22,1391,0,1391,1.364
17/01/20,9.2,1.507,25.437,25.826,23.827,10.553,10.715,14.193,14.266,84.687,85.118,9.968,2.545,0.441,3.199,4.499,0.106,0.074,0.086,19.755,295914,4,0,21,1,119,21.6,967,2.65,178,174,194,212,1.3,6349,1620,7969,0,57,1410,0,1410,1.018
18/01/20,9.067,1.493,25.867,26.259,23.088,10.467,10.625,14.44,14.512,84.453,84.878,9.946,2.516,0.444,3.184,4.533,0.108,0.079,0.087,20.4,313262,3.63,0,21.04,1,129,21.8,976,2.87,168,175,165,195,1.5,6999,1811,8810,110,184,1658,0,1658,1.054
19/01/20,9.067,1.5,25.342,25.728,23.663,10.285,10.442,14.04,14.111,84.853,85.28,10.051,2.638,0.445,3.278,4.278,0.123,0.093,0.095,21.769,327259,3.4,0,21.06,0,134,22.4,966,2.92,157,163,142,180,1.6,7430,1914,9344,154,203,1773,0,1773,1.09
20/01/20,9,1.5,25.943,26.338,25.489,10.146,10.301,14.127,14.198,84.767,85.193,10.052,2.6,0.45,3.327,4.456,0.128,0.092,0.083,20.68,336429,3.36,0,21.09,1,136,22.6,1008,3.05,147,148,173,193,1.7,8093,1814,9907,160,233,1867,0,1867,0.912
21/01/20,9.133,1.5,25.923,26.318,24.049,10.447,10.606,14.127,14.197,84.76,85.186,9.869,2.567,0.436,3.238,4.505,0.123,0.089,0.08,20.441,311251,4.61,361,21.17,4,122,22,987,2.79,156,151,182,186,1.5,6819,1601,8420,132,190,1552,0,1552,0.92
22/01/20,8.933,1.5,25.585,25.975,25.208,10.41,10.569,14.304,14.376,84.589,85.014,9.741,2.52,0.414,3.173,4.45,0.124,0.087,0.076,19.88,344511,3.87,3242,22.14,9,139,22.3,982,3.28,155,154,159,186,1.9,8819,2086,10905,38,93,1824,0,1824,0.901
23/01/20,8.8,1.507,25.59,25.981,25.168,10.323,10.481,14.17,14.241,84.703,85.129,10.497,2.497,0.396,3.164,4.476,0.133,0.088,0.059,19.13,346242,3.75,11692,24.36,40,139,22.8,1079,3.49,121,134,121,136,2,9596,2136,11732,168,180,1760,0,1760,0.658
24/01/20,8.933,1.5,25.507,25.895,20.639,10.4,10.558,14.143,14.215,84.713,85.145,10.45,2.498,0.403,3.261,4.455,0.14,0.09,0.079,18.599,338546,3.81,16996,25.99,48,135,22.4,1069,3.56,128,149,127,149,2,9810,2151,11961,54,77,1704,0,1704,0.837
25/01/20,9,1.5,25.723,26.115,21.39,10.047,10.2,14.153,14.224,84.733,85.159,10.373,2.528,0.386,3.055,4.53,0.135,0.091,0.068,18.403,339404,3.8,18286,26.18,43,133,22.9,1065,3.56,110,126,113,132,2,10180,2283,12463,85,111,1771,0,1771,0.746
26/01/20,8.933,1.5,25.562,25.951,22.145,10.237,10.393,14.049,14.119,84.844,85.271,10.696,2.488,0.4,3.063,4.524,0.128,0.092,0.054,18.036,339997,3.77,18409,26.02,47,132,23.4,1057,3.52,121,136,124,148,2,9771,2270,12041,107,139,1696,0,1696,0.585
27/01/20,9.2,1.5,25.012,25.393,25.158,10.125,10.279,14.148,14.219,84.746,85.171,10.636,2.311,0.404,3.259,4.466,0.113,0.097,0.054,18.152,338095,3.76,19389,26.29,53,134,24.4,1082,3.51,128,148,134,156,2,10139,2222,12361,110,151,1754,0,1754,0.565
28/01/20,9.067,1.5,25.823,26.217,24.026,10.307,10.463,14.44,14.513,84.443,84.868,10.788,2.264,0.412,3.235,4.525,0.129,0.098,0.063,18.276,331286,3.73,17274,25.8,45,130,23.5,1062,3.49,142,156,139,166,2,9330,2166,11496,108,168,1665,0,1665,0.679
29/01/20,9.133,1.497,26.423,26.825,18.751,9.19,9.33,14.61,14.683,84.267,84.687,10.794,2.278,0.411,3.271,4.491,0.129,0.098,0.057,18.014,333183,3.91,17365,25.76,46,132,23.6,1076,3.53,110,126,118,132,1.9,9969,2243,12212,109,165,1719,0,1719,0.586
30/01/20,9.067,1.5,26.153,26.552,21.312,9.677,9.824,13.87,13.94,85.02,85.447,11.254,2.286,0.383,3.04,4.454,0.138,0.104,0.059,18.098,335895,3.86,20375,26.69,47,131,24.2,1070,3.62,123,139,124,144,2,9934,2205,12139,109,131,1708,0,1708,0.596
31/01/20,9.133,1.5,25.793,26.186,20.407,9.377,9.52,13.903,13.973,84.99,85.417,10.872,2.347,0.396,3.126,4.418,0.155,0.107,0.078,18.054,337582,3.78,17434,26.07,40,129,23.8,1056,3.55,137,152,140,161,2,9374,2085,11459,112,182,1764,0,1764,0.788
01/02/20,9.4,1.5,26.377,26.778,19.099,9.547,9.692,12.63,12.693,86.263,86.697,11.111,2.224,0.359,3.064,4.497,0.12,0.115,0.061,17.896,303315,5.03,1599,21.2,2,85,23.1,989,2.75,123,128,111,127,1.3,3950,896,4846,50,83,863,0,863,0.707
02/02/20,8.9,1.5,26.427,26.829,20.391,9.477,9.621,12.597,12.66,86.28,86.714,10.708,2.278,0.384,3.224,4.515,0.135,0.107,0.058,18.377,348742,3.77,12244,24.51,24,138,23,1046,3.52,125,141,129,144,2,9679,2281,11960,132,168,1777,0,1777,0.574
03/02/20,9.067,1.507,26.67,27.078,21.331,9.477,9.622,12.867,12.932,86.027,86.465,10.782,2.318,0.407,3.193,4.454,0.142,0.114,0.054,18.164,347285,3.83,17650,25.99,43,134,23.2,1087,3.57,116,133,121,141,2,10047,2579,0,134,0,1737,0,0,0.532
04/02/20,8.667,1.507,26.383,26.787,17.793,9.587,9.733,13.1,13.166,85.78,86.211,10.846,2.266,0.409,3.232,4.482,0.133,0.108,0.076,18.304,329489,3.7,17804,26.31,43,129,22.9,1080,3.46,129,146,130,157,1.8,9467,2451,11918,0,180,0,0,1626,0.74
05/02/20,9.267,1.5,26.322,26.723,20.961,9.443,9.587,12.907,12.971,85.987,86.419,10.695,2.285,0.415,3.31,4.396,0.102,0.105,0.057,18.462,347357,3.83,18024,26.07,44,136,23.3,1092,3.56,111,122,120,142,2,9979,2453,12432,130,229,1716,0,1716,0.579
06/02/20,9.067,1.5,26.619,27.024,20.026,9.52,9.665,13.075,13.141,85.818,86.249,10.471,2.381,0.367,3.11,4.385,0.094,0.105,0.051,18.387,346309,3.86,18950,26.34,47,137,23.4,1090,3.6,108,119,112,135,2,10473,2540,13013,134,166,1776,0,1776,0.531
07/02/20,8.733,1.5,26.536,26.94,21.547,9.507,9.651,13.079,13.145,85.814,86.245,10.825,2.422,0.368,3.163,4.513,0.095,0.099,0.053,17.444,343580,3.88,18979,26.51,48,134,22.6,1081,3.63,128,139,125,148,2,10235,2321,12556,113,134,1725,0,1725,0.559
08/02/20,9.067,1.5,26.405,26.807,22.703,9.619,9.765,12.611,12.674,86.283,86.716,10.738,2.398,0.376,3.172,4.49,0.098,0.103,0.058,16.086,338561,4.11,13467,24.22,7,115,21.7,1057,3.21,121,131,122,142,1.7,8109,1962,10071,105,139,1586,0,1586,0.644
09/02/20,9.133,1.507,26.263,26.665,14.848,9.587,9.734,12.803,12.868,86.083,86.522,10.128,2.376,0.36,3.154,4.483,0.097,0.106,0.057,15.767,352642,3.86,17140,25.9,0,132,20.3,1077,3.6,110,126,114,137,2,10400,2609,13009,146,177,1783,0,1783,0.597
10/02/20,9.067,1.5,26.693,27.099,23.994,9.122,9.261,12.757,12.821,86.136,86.569,10.237,2.371,0.358,2.943,4.465,0.099,0.1,0.062,15.405,336586,3.67,17745,26.3,28,128,20.2,1088,3.42,111,121,111,131,1.9,9894,2591,12485,136,170,1662,0,1662,0.691
11/02/20,8.867,1.5,26.54,26.944,15.823,9.423,9.567,12.463,12.526,86.43,86.864,10.128,2.442,0.357,2.967,4.499,0.085,0.099,0.058,15.181,336301,3.76,17696,26.15,45,131,17.2,1086,3.51,119,130,115,132,2,9949,2485,12434,132,161,1637,0,1637,0.744
12/02/20,9.067,1.5,26.745,27.152,19.995,9.249,9.39,12.886,12.951,86.001,86.433,10.677,2.41,0.367,2.965,4.49,0.065,0.088,0.042,15.684,348064,3.84,18866,26.34,50,135,16.5,1078,3.58,115,128,119,132,2,10542,2571,13113,144,174,1733,0,1733,0.524
13/02/20,9.133,1.5,27.142,27.555,22.099,9.281,9.423,12.927,12.992,85.966,86.398,11.072,2.632,0.428,3.182,4.477,0.057,0.093,0.04,16.678,329231,3.78,16255,25.9,46,133,16.5,1085,3.54,121,137,127,148,2,9321,2686,12007,130,155,1576,0,1576,0.496
14/02/20,9,1.5,26.95,27.361,21.679,9.777,9.926,12.963,13.029,85.913,86.345,10.965,2.55,0.418,3.265,4.462,0.064,0.103,0.049,17.811,319267,3.83,16573,26.11,48,133,17.2,1083,3.61,154,173,141,171,2,8392,2713,11105,218,246,1464,0,1464,0.586
15/02/20,9.067,1.5,26.454,26.857,21.312,9.64,9.787,12.891,12.956,86.003,86.435,10.617,2.604,0.423,3.114,4.379,0.065,0.112,0.041,18.476,327686,3.78,18759,26.63,56,132,18.2,1072,3.54,126,143,130,153,2,8873,2977,11850,257,281,1564,0,1564,0.498
16/02/20,9.067,1.5,26.295,26.696,23.476,9.383,9.526,12.91,12.975,85.983,86.415,10.537,2.523,0.403,3.258,4.397,0.07,0.102,0.038,17.749,328860,3.82,17941,26.33,58,133,17.4,1078,3.58,124,136,137,164,2,8731,2956,11687,252,277,1539,0,1539,0.498
17/02/20,9,1.5,26.47,26.873,22.104,9.47,9.614,13.127,13.193,85.76,86.191,10.277,2.799,0.457,3.206,4.436,0.056,0.095,0.039,19.134,340434,3.82,16272,25.67,62,136,17.5,1091,3.57,143,162,138,169,2,8986,2988,11974,259,350,1575,0,1575,0.498
18/02/20,9.067,1.5,25.899,26.294,25.153,9.468,9.612,12.812,12.877,86.081,86.513,10.45,2.653,0.402,3.12,4.474,0.064,0.098,0.046,17.998,335322,3.81,16389,25.75,57,135,18,1085,3.57,166,183,160,188,2,8773,2821,11594,249,305,1516,0,1516,0.627
19/02/20,8.9,1.5,26.166,26.564,24.36,8.929,9.065,12.672,12.736,86.221,86.654,9.922,2.665,0.422,3.24,4.513,0.065,0.089,0.053,18.051,331102,3.84,16372,25.81,57,134,17.3,1069,3.6,156,174,163,195,2,8623,2820,11443,245,264,1502,0,1502,0.634
20/02/20,8.733,1.493,25.82,26.211,24.36,9.14,9.279,12.93,12.995,85.96,86.389,10.052,2.614,0.403,3.354,4.461,0.058,0.105,0.047,19.193,334829,3.85,16042,25.65,61,137,17.2,1074,3.61,157,174,159,198,2,8712,2897,11609,248,326,1514,0,1514,0.633
21/02/20,9.067,1.5,25.773,26.166,24.357,9.217,9.357,12.7,12.764,86.193,86.627,10.429,2.687,0.421,3.124,4.422,0.106,0.098,0.048,18.546,332616,3.83,15722,25.55,59,135,16.6,1090,3.59,159,177,160,189,2,8610,2821,11431,245,261,1490,0,1490,0.611
22/02/20,9.067,1.5,26.59,26.995,20.57,9.337,9.479,12.697,12.761,86.197,86.63,10.258,2.593,0.44,3.462,4.422,0.121,0.106,0.06,20.109,329140,3.87,15689,25.63,61,134,15.6,1080,3.64,152,164,163,193,2,8607,2895,11502,247,308,1456,0,1456,0.695
23/02/20,8.767,1.5,26.667,27.073,20.568,9.46,9.604,12.643,12.707,86.247,86.68,10.213,2.659,0.436,3.407,4.466,0.1,0.106,0.06,20.807,300363,3.81,10874,24.25,40,126,16.3,1081,3.06,143,157,138,176,1.5,7517,2084,9601,231,285,1364,0,1364,0.645
24/02/20,8.2,1.5,27.009,27.421,20.564,9.073,9.211,13.095,13.161,85.798,86.229,10.204,2.87,0.437,3.109,4.483,0.076,0.103,0.056,19.977,332901,3.86,14780,25.4,59,136,17.6,1090,3.59,141,154,148,184,2,8332,2847,11179,130,171,1420,0,1420,0.583
25/02/20,8.933,1.5,26.499,26.903,23.353,9.06,9.198,12.647,12.711,86.246,86.679,10.749,2.882,0.449,3.278,4.418,0.059,0.096,0.063,20.692,328954,3.88,15708,25.82,57,136,17.7,1064,3.65,158,171,167,200,2,8470,2934,11404,123,175,1417,0,1417,0.671
26/02/20,8.6,1.5,26.398,26.8,21.828,9.252,9.393,12.628,12.691,86.265,86.699,10.268,2.843,0.447,3.303,4.301,0.049,0.101,0.048,19.617,323898,3.83,15908,25.95,55,129,19.7,1058,3.61,164,175,160,202,2,8481,2800,11281,117,148,1374,0,1374,0.549
27/02/20,8.933,1.5,26.606,27.011,21.819,8.929,9.065,12.679,12.743,86.211,86.644,10.172,2.876,0.442,3.225,4.224,0.054,0.111,0.042,19.717,325150,3.81,15816,25.88,60,133,16.1,1081,3.58,130,148,124,163,2,8652,2708,11360,124,156,1395,0,1395,0.486
28/02/20,8.933,1.507,26.713,27.122,24.352,9.53,9.676,12.812,12.878,86.055,86.499,10.309,2.818,0.442,3.278,4.392,0.057,0.11,0.071,19.009,320849,3.81,15206,25.77,65,133,17.2,1080,3.59,148,160,156,185,2,8615,2187,10802,119,186,1354,0,1354,0.787
29/02/20,9.067,1.507,26.693,27.101,21.825,9.57,9.716,13,13.067,85.886,86.324,10.407,2.606,0.455,3.428,4.474,0.061,0.095,0.059,19.543,324073,3.83,15691,25.9,64,134,16.3,1081,3.61,146,170,149,176,2,8779,2804,11583,132,187,1406,0,1406,0.636
01/03/20,8.8,1.5,26.727,27.134,23.634,9.377,9.519,12.797,12.861,86.083,86.516,10.224,2.572,0.446,3.429,4.319,0.059,0.103,0.057,19.789,320471,3.8,16026,26.08,58,133,16.9,1071,3.59,174,192,172,204,2,0,0,0,0,0,0,0,0,0.627
02/03/20,9,1.5,25.863,26.257,21.039,9.438,9.582,12.653,12.717,86.24,86.674,10.053,2.565,0.443,3.291,4.369,0.061,0.108,0.054,19.003,321621,3.84,15467,25.83,61,134,16.9,1098,3.61,164,175,158,194,2,0,0,0,0,0,0,0,0,0.599
03/03/20,9.133,1.5,26.197,26.596,24.347,9.26,9.401,12.687,12.75,86.193,86.627,10.343,2.674,0.461,3.304,4.365,0.085,0.107,0.064,19.652,316790,3.82,15087,25.93,57,132,17.8,1074,3.6,158,171,172,207,2,0,0,0,0,0,0,0,0,0.681
04/03/20,9,1.5,26.698,27.104,20.561,9.329,9.471,12.792,12.856,86.094,86.527,11.128,2.591,0.448,3.276,4.378,0.093,0.108,0.065,19.118,301965,4.24,8285,22.17,18,80,18.1,1083,2.82,130,131,111,139,1.3,0,0,0,0,0,0,0,0,0.703
05/03/20,8.6,1.5,26.26,26.66,20.56,9.42,9.563,12.42,12.482,86.45,86.885,10.77,2.66,0.449,3.405,4.508,0.088,0.094,0.106,20.668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.258
